äa	f. poss. pron. her; {dit es äa Rock - this is her dress}. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%A4a	äa	Ehr	http://example.org/lexicon#S%C4%93_Ehr
aufdaume	to dam off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdaume	aufdaume	afdämmen	http://example.org/lexicon#afd%C3%A4mmen
aufdaumpe	to speed away, lit to steam away. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdaumpe	aufdaumpe	afdampen	http://example.org/lexicon#afdampen
Aufdeel	m. a part, a portion, a department. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufdeel	Aufdeel	Afdēēl	http://example.org/lexicon#dat_Afd%C4%93%C4%93l
aufdeele	to apportion, to distribute an inheritance. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdeele	aufdeele	Afdēlen	http://example.org/lexicon#Afd%C4%93len
_	_	_	aufdeele	Afdēēl	http://example.org/lexicon#dat_Afd%C4%93%C4%93l
Aufdeelinj	f. section, part, department. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufdeelinj	Aufdeelinj	_
Aufdeelung	f. part of an inheritance. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufdeelung	Aufdeelung	_
aufdijchte	to insulate. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdijchte	aufdijchte	afdichten	http://example.org/lexicon#afdichten
aufdinje (erauf dinje)	to bargain for a better price or deal. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdinje%20%28erauf%20dinje%29	aufdinje	_
_	_	_	(erauf	Reff	http://example.org/lexicon#Reff%7CReef
_	_	_	(erauf	Reff	http://example.org/lexicon#dat_Reff
_	_	_	dinje)	Ding	http://example.org/lexicon#Ding
_	_	_	dinje)	dünen	http://example.org/lexicon#d%C3%BCnen
_	_	_	dinje)	dünn	http://example.org/lexicon#d%C3%BCnn
_	_	_	dinje)	dünn	http://example.org/lexicon#d%C3%BCnn_seit
_	_	_	dinje)	dünn	http://example.org/lexicon#mit_%C4%93%C4%93n_d%C3%B6r_dick_un_d%C3%BCnn_gohn
_	_	_	dinje)	dünnen	http://example.org/lexicon#d%C3%BCnnen_Lappen
aufdocktre	to induce an abortion. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdocktre	aufdocktre	_
Aufdräjchshaundüak	n. kithchen towel. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufdr%C3%A4jchshaund%C3%BCak	Aufdräjchshaundüak	_
aufdräje	to wipe dry, to dry off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdr%C3%A4je	aufdräje	afdregen	http://example.org/lexicon#afdregen
_	_	_	aufdräje	afdreihen	http://example.org/lexicon#afdreihen
aufdreie	to turn or switch on; woodturning on a lathe. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdreie	aufdreie	_
Aufdrekja	m. (pl: sch) trigger. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufdrekja	Aufdrekja	_
aufdrekje	to pull the trigger. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdrekje	aufdrekje	_
aufdrenje	to push or squeeze someone from his rightful place. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdrenje	aufdrenje	_
Aufdrief	m. an abortion. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufdrief	Aufdrief	_
aufdrinkje	to drink a little from a container that is too full. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdrinkje	aufdrinkje	_
aufdroage	to wear out clothing. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdroage	aufdroage	afdrogen	http://example.org/lexicon#afdrogen
aufenjste	to scare away. 	https://ereimer.net/plautdietsch/pddefns.htm#aufenjste	aufenjste	afängsten	http://example.org/lexicon#sik_af%C3%A4ngsten
auffäaje	to sweep off. 	https://ereimer.net/plautdietsch/pddefns.htm#auff%C3%A4aje	auffäaje	affegen	http://example.org/lexicon#affegen
auffaule	to fall off, like leaves from a tree. 	https://ereimer.net/plautdietsch/pddefns.htm#auffaule	auffaule	Affâll	http://example.org/lexicon#Aff%C3%A2ll
_	_	_	auffaule	affellen	http://example.org/lexicon#affellen
_	_	_	auffaule	affâllen	http://example.org/lexicon#achter_aff%C3%A2llen
_	_	_	auffaule	affâllen	http://example.org/lexicon#aff%C3%A2llen
Auffeameddel	n. (pl: s) purgative, laxative, aparient. 	https://ereimer.net/plautdietsch/pddefns.htm#Auffeameddel	Auffeameddel	_
auffeare	to purge. 	https://ereimer.net/plautdietsch/pddefns.htm#auffeare	auffeare	Affäär	http://example.org/lexicon#Aff%C3%A4%C3%A4r
_	_	_	auffeare	Ever	http://example.org/lexicon#Ever
_	_	_	auffeare	Offer	http://example.org/lexicon#dat_Offer
auffiele	to file off. 	https://ereimer.net/plautdietsch/pddefns.htm#auffiele	auffiele	_
auffoadje	to snub, to put down, to be flippant; to do a sloppy, hurry up job. 	https://ereimer.net/plautdietsch/pddefns.htm#auffoadje	auffoadje	_
auffoare	to drive off, to depart. 	https://ereimer.net/plautdietsch/pddefns.htm#auffoare	auffoare	Ever	http://example.org/lexicon#Ever
_	_	_	auffoare	Offer	http://example.org/lexicon#dat_Offer
_	_	_	auffoare	affohren	http://example.org/lexicon#affohren
auffoddre	to ask of or demand. 	https://ereimer.net/plautdietsch/pddefns.htm#auffoddre	auffoddre	_
auffoodre	to feed the stock for the last time in the evening. 	https://ereimer.net/plautdietsch/pddefns.htm#auffoodre	auffoodre	_
auffreare	to freeze off. 	https://ereimer.net/plautdietsch/pddefns.htm#auffreare	auffreare	_
auffüle	to rot off. 	https://ereimer.net/plautdietsch/pddefns.htm#auff%C3%BCle	auffüle	_
Aufgank	n. waste. rubbish, garbage, refuse, trash, rejects, excrement. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufgank	Aufgank	Afgang	http://example.org/lexicon#Afgang
Aufgankfräta	m. (pl: sch) scavenger. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufgankfr%C3%A4ta	Aufgankfräta	_
Aufganksrua	n. sewer pipe. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufganksrua	Aufganksrua	_
aufgnoage	to gnaw off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufgnoage	aufgnoage	_
aufgnupse	to slip off from a knob. Ex holding a wet, slippery candy between thumb and forefinger, then pressing hard so it shoots away; a filip. 	https://ereimer.net/plautdietsch/pddefns.htm#aufgnupse	aufgnupse	_
Aufgonst	m. envy, jealousy, grudge. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufgonst	Aufgonst	Afgunst	http://example.org/lexicon#Afgunst
Aufgott	m. (pl: Aufjetta) idol, image. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufgott	Aufgott	_
Aufgott moake	idolize, deify. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufgott%20moake	Aufgott	_
_	_	_	moake	Moken	http://example.org/lexicon#Text_vun_Soken_un_Moken
_	_	_	moake	Moock	http://example.org/lexicon#Moock%7CMook
_	_	_	moake	Mook	http://example.org/lexicon#Mook_dat
_	_	_	moake	Mook	http://example.org/lexicon#Mook_t%C5%8D
_	_	_	moake	Mârk	http://example.org/lexicon#M%C3%A2rk
_	_	_	moake	moken	http://example.org/lexicon#%28dat_%C4%93%C4%93n%29_recht_moken
_	_	_	moake	moken	http://example.org/lexicon#%28ni%29_moken_k%C3%B6nen
_	_	_	moake	moken	http://example.org/lexicon#%28sik%29_fein_moken
_	_	_	moake	moken	http://example.org/lexicon#%28sik%29_smuck_moken
_	_	_	moake	moken	http://example.org/lexicon#%C4%93%C4%93n_dat_t%C5%8D_bunt_moken
_	_	_	moake	moken	http://example.org/lexicon#%C4%97n_%C4%96nn_moken
_	_	_	moake	moken	http://example.org/lexicon#%C4%97n_L%C4%93hr_moken
_	_	_	moake	moken	http://example.org/lexicon#%C4%97n_Reis_moken
_	_	_	moake	moken	http://example.org/lexicon#%C4%97n_Snuut_moken
_	_	_	moake	moken	http://example.org/lexicon#%C4%97n_lange_N%C3%B6%C3%B6s_moken
_	_	_	moake	moken	http://example.org/lexicon#Bohn_moken
_	_	_	moake	moken	http://example.org/lexicon#D%C4%93ner_moken
_	_	_	moake	moken	http://example.org/lexicon#Hau_moken
_	_	_	moake	moken	http://example.org/lexicon#Kneep_moken
_	_	_	moake	moken	http://example.org/lexicon#Knix_moken
_	_	_	moake	moken	http://example.org/lexicon#L%C3%A2rm_moken
_	_	_	moake	moken	http://example.org/lexicon#Lavay_moken
_	_	_	moake	moken	http://example.org/lexicon#Mist_moken
_	_	_	moake	moken	http://example.org/lexicon#N%C5%8D%C5%8Dt_moken
_	_	_	moake	moken	http://example.org/lexicon#Paus_moken
_	_	_	moake	moken	http://example.org/lexicon#Platz_moken
_	_	_	moake	moken	http://example.org/lexicon#Putz_moken
_	_	_	moake	moken	http://example.org/lexicon#Ruum_moken
_	_	_	moake	moken	http://example.org/lexicon#Sinn_moken
_	_	_	moake	moken	http://example.org/lexicon#Smu_moken
_	_	_	moake	moken	http://example.org/lexicon#Snitt_moken
_	_	_	moake	moken	http://example.org/lexicon#Spoos_moken
_	_	_	moake	moken	http://example.org/lexicon#W%C3%A2rv_moken
_	_	_	moake	moken	http://example.org/lexicon#Wust_moken
_	_	_	moake	moken	http://example.org/lexicon#beter_moken
_	_	_	moake	moken	http://example.org/lexicon#dorin_%C4%97n_%C4%96nn_moken
_	_	_	moake	moken	http://example.org/lexicon#dull_moken
_	_	_	moake	moken	http://example.org/lexicon#duun_moken
_	_	_	moake	moken	http://example.org/lexicon#e%E1%B8%83en_moken
_	_	_	moake	moken	http://example.org/lexicon#gau_moken
_	_	_	moake	moken	http://example.org/lexicon#h%C4%93%C4%93l_moken
_	_	_	moake	moken	http://example.org/lexicon#hitt_moken
_	_	_	moake	moken	http://example.org/lexicon#in%E2%80%99e_B%C3%BCx_moken
_	_	_	moake	moken	http://example.org/lexicon#m%C8%AB%C8%ABd_moken
_	_	_	moake	moken	http://example.org/lexicon#mit_sik_moken_loten
_	_	_	moake	moken	http://example.org/lexicon#moken
_	_	_	moake	moken	http://example.org/lexicon#ni_m%C4%93hr_lang_moken
_	_	_	moake	moken	http://example.org/lexicon#p%C3%BC%C3%BCk_un_fein_moken
_	_	_	moake	moken	http://example.org/lexicon#s%C8%AB%C8%ABt_moken
_	_	_	moake	moken	http://example.org/lexicon#satt_moken
_	_	_	moake	moken	http://example.org/lexicon#sien%7Cehrn_Snack_moken
_	_	_	moake	moken	http://example.org/lexicon#sik_%C4%97n_k%C4%93%C4%93n_Kopp_vun%7Cum_moken
_	_	_	moake	moken	http://example.org/lexicon#sik_Luft_moken
_	_	_	moake	moken	http://example.org/lexicon#sik_d%C3%BCnn_moken
_	_	_	moake	moken	http://example.org/lexicon#sik_f%C3%B6r_wat_br%C4%93%C4%93t_moken
_	_	_	moake	moken	http://example.org/lexicon#sik_f%C3%B6r_wat_st%C3%A2rk_moken
_	_	_	moake	moken	http://example.org/lexicon#sik_in%E2%80%99e_B%C3%BCx_moken
_	_	_	moake	moken	http://example.org/lexicon#sik_moken
_	_	_	moake	moken	http://example.org/lexicon#sik_moken_loten
_	_	_	moake	moken	http://example.org/lexicon#sik_op%E2%80%99n_Padd_moken
_	_	_	moake	moken	http://example.org/lexicon#sik_op%E2%80%99n_Stie%C7%A7_moken
_	_	_	moake	moken	http://example.org/lexicon#sik_risch_moken
_	_	_	moake	moken	http://example.org/lexicon#sik_t%C5%8D%E2%80%99n_Oop_moken
_	_	_	moake	moken	http://example.org/lexicon#sik_t%C5%8D_%C4%93gen_moken
_	_	_	moake	moken	http://example.org/lexicon#sik_t%C5%8D_d%C5%8D%C5%8Dn_moken
_	_	_	moake	moken	http://example.org/lexicon#sik_ut%E2%80%99n_Stuff_moken
_	_	_	moake	moken	http://example.org/lexicon#sik_vun%E2%80%99e_Welt_moken
_	_	_	moake	moken	http://example.org/lexicon#smuck_moken
_	_	_	moake	moken	http://example.org/lexicon#suur_moken
_	_	_	moake	moken	http://example.org/lexicon#t%C5%8D_Last_moken
_	_	_	moake	moken	http://example.org/lexicon#tamm_moken
_	_	_	moake	moken	http://example.org/lexicon#w%C3%A2rm_moken
_	_	_	moake	moken	http://example.org/lexicon#wat%7Cnix_moken
_	_	_	moake	moken	http://example.org/lexicon#wat_dorbi_moken
_	_	_	moake	moken	http://example.org/lexicon#wat_in%E2%80%99e_R%C4%93%C4%93%C7%A7_moken
_	_	_	moake	moken	http://example.org/lexicon#wat_krumm_moken
_	_	_	moake	moken	http://example.org/lexicon#wat_moken
_	_	_	moake	moken	http://example.org/lexicon#wat_t%C5%8D_moken_weten
_	_	_	moake	moken	http://example.org/lexicon#wat_vun_Hand_moken
_	_	_	moake	moken	http://example.org/lexicon#wiet_moken
_	_	_	moake	mârken	http://example.org/lexicon#m%C3%A2rken
_	_	_	moake	mârken	http://example.org/lexicon#sik_m%C3%A2rken
Aufgottsdeenst	m. idolatry. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufgottsdeenst	Aufgottsdeenst	_
aufgrose	to graze off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufgrose	aufgrose	afgrosen	http://example.org/lexicon#afgrosen
Aufgrunt	m. chasm, abyss, gulf, deep canyon. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufgrunt	Aufgrunt	_
aufhacke	to hack off, to lop off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhacke	aufhacke	_
aufhalpe	to pay a debt by helping, to redress. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhalpe	aufhalpe	_
aufhaultre	to unhalter. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhaultre	aufhaultre	_
aufhaupse	to put something in the mouth to taste, like taking a spoon into the mouth to taste its contents and then quickly withdrawing it, as if it were hot. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhaupse	aufhaupse	_
aufhäwle	to plane off with a carpenter's plane. 	https://ereimer.net/plautdietsch/pddefns.htm#aufh%C3%A4wle	aufhäwle	_
aufhenjijch	dependent upon. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhenjijch	aufhenjijch	_
aufhoakje	to rake off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhoakje	aufhoakje	afhoken	http://example.org/lexicon#afhoken
_	_	_	aufhoakje	afhorken	http://example.org/lexicon#afhorken
_	_	_	aufhoakje	afhârken	http://example.org/lexicon#afh%C3%A2rken
aufhoatle	to harden, to toughen. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhoatle	aufhoatle	_
aufhocke	to partition off, to sequester, segregate, confined to a designated area. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhocke	aufhocke	afhoken	http://example.org/lexicon#afhoken
aufhole	to pick up someone from the station; to pick up an item someone has borrowed. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhole	aufhole	afholen	http://example.org/lexicon#afholen
_	_	_	aufhole	afhulen	http://example.org/lexicon#afhulen
_	_	_	aufhole	afhōlen	http://example.org/lexicon#afh%C5%8Dlen
_	_	_	aufhole	afhōlen	http://example.org/lexicon#ni_afh%C5%8Dlen
aufhoole	to hold off, to hold at bay; to hold a child while it performs its natural functions, as part of toilet training. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhoole	aufhoole	afhōlen	http://example.org/lexicon#afh%C5%8Dlen
_	_	_	aufhoole	afhōlen	http://example.org/lexicon#ni_afh%C5%8Dlen
aufjäwe	to mail; to become involved with; to repay a debt. 	https://ereimer.net/plautdietsch/pddefns.htm#aufj%C3%A4we	aufjäwe	afgeḃen	http://example.org/lexicon#%C4%97n_Bispeel_afge%E1%B8%83en
_	_	_	aufjäwe	afgeḃen	http://example.org/lexicon#afge%E1%B8%83en
_	_	_	aufjäwe	afgeḃen	http://example.org/lexicon#sien_St%C5%8Dhl_afge%E1%B8%83en
_	_	_	aufjäwe	afgeḃen	http://example.org/lexicon#sik_mit_%C4%93%C4%93n%7Cwat_afge%E1%B8%83en
_	_	_	aufjäwe	afgeḃen	http://example.org/lexicon#sik_mit_%C4%97n_annern%7C%C4%97n_annere_afge%E1%B8%83en
_	_	_	aufjäwe	afgeḃen	http://example.org/lexicon#sik_mit_afge%E1%B8%83en
aufjebräjcht	having a lot of nerve, insensitive, being very forward. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjebr%C3%A4jcht	aufjebräjcht	_
aufjebräjde Frü	a hussy. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjebr%C3%A4jde%20Fr%C3%BC	aufjebräjde	_
_	_	_	Frü	Fru	http://example.org/lexicon#Fru
_	_	_	Frü	Fru	http://example.org/lexicon#de_Fru
aufjebruckt	shabby, threadbare. see aufbrucke. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjebruckt	aufjebruckt	_
aufjeete	to pour some liquid from a container that may be too full. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjeete	aufjeete	afgēten	http://example.org/lexicon#afg%C4%93ten
aufjekoakte Brie	a cooked mash, a concoction. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjekoakte%20Brie	aufjekoakte	_
_	_	_	Brie	Brie	http://example.org/lexicon#Brie
aufjeläft	decrepit, having the appearance of having lived a hard life. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjel%C3%A4ft	aufjeläft	_
aufjemäte	measured off, having been surveyed; see aufmäte. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjem%C3%A4te	aufjemäte	_
Aufjemoldet Bilt	n. copy of a drawing, sketch. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufjemoldet%20Bilt	Aufjemoldet	_
_	_	_	Bilt	_
aufjenstijch	envious, jealous; see Aufgonst. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjenstijch	aufjenstijch	afgünstig	http://example.org/lexicon#afg%C3%BCnstig
aufjenutst	shabby, worn, threadbare; see aufnutse. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjenutst	aufjenutst	_
aufjleppe	to slip off, to lose grip suddenly. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjleppe	aufjleppe	_
aufjoage	to speed away. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjoage	aufjoage	_
aufkaue	see aufkeiwe. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkaue	aufkaue	_
aufkaunte	to smooth or trim off the edges. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkaunte	aufkaunte	_
aufkeiwe , (M: aufkaue)	to chew off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkeiwe%20%2C%20%28M%3A%20aufkaue%29	aufkeiwe	_
_	_	_	,	_
_	_	_	(M:	_
_	_	_	aufkaue)	_
aufkjarte	to shorten, to abbreviate. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkjarte	aufkjarte	_
aufkjeele	to cool off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkjeele	aufkjeele	afkȫhlen	http://example.org/lexicon#%28sik%29_afk%C8%ABhlen
_	_	_	aufkjeele	afkȫhlen	http://example.org/lexicon#afk%C8%ABhlen
aufkjeepe	to purchase from someone. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkjeepe	aufkjeepe	_
aufkjniepe	to pinch off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkjniepe	aufkjniepe	afkniepen	http://example.org/lexicon#afkniepen
_	_	_	aufkjniepe	afkniepen	http://example.org/lexicon#d%C4%97n_Wind_afkniepen
_	_	_	aufkjniepe	afkniepen	http://example.org/lexicon#de_Luft_afkniepen
aufkjniewle	to hack or whittle off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkjniewle	aufkjniewle	_
aufkloppre	to tap at something until it falls off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkloppre	aufkloppre	_
aufklunje	to wear off shoes; to dance. 	https://ereimer.net/plautdietsch/pddefns.htm#aufklunje	aufklunje	_
aufknaupe	to ration, to skimp. 	https://ereimer.net/plautdietsch/pddefns.htm#aufknaupe	aufknaupe	afknappen	http://example.org/lexicon#afknappen
aufkoake	to boil down, concoct. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkoake	aufkoake	afkoken	http://example.org/lexicon#afkoken
aufkoppe	to behead. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkoppe	aufkoppe	afkōpen	http://example.org/lexicon#afk%C5%8Dpen
aufkrautse	to scratch off; (vulg) to kick the bucket, to die. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkrautse	aufkrautse	_
aufkusse	to kiss a small child's hurt. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkusse	aufkusse	_
aufkwoakjse	to do a poor, sloppy, inadequate job. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkwoakjse	aufkwoakjse	_
aufladre	to skin. 	https://ereimer.net/plautdietsch/pddefns.htm#aufladre	aufladre	_
Auflaja	m. (pl: sch) a plant cutting, a shoot, slip of a plant. 	https://ereimer.net/plautdietsch/pddefns.htm#Auflaja	Auflaja	Aflėgger	http://example.org/lexicon#Afl%C4%97gger
auflaje	to lay off; to discard; to begin a journey or a trip. 	https://ereimer.net/plautdietsch/pddefns.htm#auflaje	auflaje	aflėggen	http://example.org/lexicon#afl%C4%97ggen
_	_	_	auflaje	aflėggen	http://example.org/lexicon#d%C4%97n_%C4%92%C4%93d_afl%C4%97ggen
auflasche	to erase, obliterate. 	https://ereimer.net/plautdietsch/pddefns.htm#auflasche	auflasche	_
auflaupse	to defraud another person, to elicit, to pry something from another person. 	https://ereimer.net/plautdietsch/pddefns.htm#auflaupse	auflaupse	_
aufläwe	to wear away a life in dissipation. 	https://ereimer.net/plautdietsch/pddefns.htm#aufl%C3%A4we	aufläwe	afleḃen	http://example.org/lexicon#afle%E1%B8%83en
Auflea	f. (pl: Aufleare) a lesson to be learned. 	https://ereimer.net/plautdietsch/pddefns.htm#Auflea	Auflea	_
aufleare	to take direction, to learn a lesson. 	https://ereimer.net/plautdietsch/pddefns.htm#aufleare	aufleare	aflēhren	http://example.org/lexicon#%C4%93%C4%93n_wat_afl%C4%93hren
aufleene	to dismiss, to discharge, lay off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufleene	aufleene	_
aufleene met Loon	superannuate. 	https://ereimer.net/plautdietsch/pddefns.htm#aufleene%20met%20Loon	aufleene	_
_	_	_	met	Mett	http://example.org/lexicon#Mett
_	_	_	met	Mett	http://example.org/lexicon#dat_Mett
_	_	_	Loon	Lōhn	http://example.org/lexicon#L%C5%8Dhn
aufleese	to spell off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufleese	aufleese	Aflȫsen	http://example.org/lexicon#Afl%C8%ABsen
_	_	_	aufleese	aflȫsen	http://example.org/lexicon#%28sik%29_afl%C8%ABsen
aufleewre	to deliver. 	https://ereimer.net/plautdietsch/pddefns.htm#aufleewre	aufleewre	_
aufleide	to drain off; to shunt, to lead off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufleide	aufleide	afleiden	http://example.org/lexicon#afleiden
auflekje	to lick off. 	https://ereimer.net/plautdietsch/pddefns.htm#auflekje	auflekje	_
auflenkje	to divert, deflect. 	https://ereimer.net/plautdietsch/pddefns.htm#auflenkje	auflenkje	aflenken	http://example.org/lexicon#aflenken
aufliee	to lend or borrow from. 	https://ereimer.net/plautdietsch/pddefns.htm#aufliee	aufliee	_
auflocke	to lure, to obtain by coaxing. 	https://ereimer.net/plautdietsch/pddefns.htm#auflocke	auflocke	_
auflode	to unload. 	https://ereimer.net/plautdietsch/pddefns.htm#auflode	auflode	afloden	http://example.org/lexicon#afloden
auflote	to reduce or discount a price; to allow someone to get off a vehicle, allow a passenger to alight. 	https://ereimer.net/plautdietsch/pddefns.htm#auflote	auflote	afloten	http://example.org/lexicon#Fohrt_afloten
_	_	_	auflote	afloten	http://example.org/lexicon#afloten
_	_	_	auflote	afloten	http://example.org/lexicon#dorvun_afloten
_	_	_	auflote	afloten	http://example.org/lexicon#ni_afloten_k%C3%B6nen
_	_	_	auflote	afloten	http://example.org/lexicon#vun_sien_Amt_%E2%80%A6_afloten
auflüare	to await patiently, to abide the time. 	https://ereimer.net/plautdietsch/pddefns.htm#aufl%C3%BCare	auflüare	afluren	http://example.org/lexicon#afluren
auflupre	see auflaupse. 	https://ereimer.net/plautdietsch/pddefns.htm#auflupre	auflupre	_
aufmäte	to measure, to survey. 	https://ereimer.net/plautdietsch/pddefns.htm#aufm%C3%A4te	aufmäte	afmeten	http://example.org/lexicon#afmeten
_	_	_	aufmäte	afmöten	http://example.org/lexicon#afm%C3%B6ten
aufmoake	to remove an appendage; to designate someone in a will. 	https://ereimer.net/plautdietsch/pddefns.htm#aufmoake	aufmoake	afmoken	http://example.org/lexicon#%28sik%29_afmoken
_	_	_	aufmoake	afmoken	http://example.org/lexicon#%C3%BCnner_sik_afmoken
_	_	_	aufmoake	afmoken	http://example.org/lexicon#afmoken
_	_	_	aufmoake	afmoken	http://example.org/lexicon#mit_%C4%93%C4%93ns_afmoken
